Id,CanonicalItem,Aliases,CuFtS,CuFtM,CuFtL,WeightSLb,WeightMLb,WeightLLb,TwoPersonFlag,StackableFlag,StackableSavingsPct,FitsElevatorHint,BaseTimeSMin,BaseTimeMMin,BaseTimeLMin,DisassemblyAdderSMin,DisassemblyAdderMMin,DisassemblyAdderLMin,BulkyAdderSMin,BulkyAdderMMin,BulkyAdderLMin,HeavyAdderSMin,HeavyAdderMMin,HeavyAdderLMin,StairsAdderPerFlightSMin,StairsAdderPerFlightMMin,StairsAdderPerFlightLMin,ElevatorAdderPerRideSMin,ElevatorAdderPerRideMMin,ElevatorAdderPerRideLMin,UnloadMultiplierMainFloor,UnloadMultiplierElevator,UnloadMultiplierStairs,ClassificationLogicNotes,CreatedAt,UpdatedAt
547,test2,test item two,6,10,15,150,250,375,Yes,No,0,depends,8,10,14,0,0,0,2,4,6,5,10,15,1.5,2.5,3.5,1,1.5,2,0.95,1,1.15,"Generic medium furniture item, assumed requires two people due to weight.",48:15.2,48:15.2
548,2 seat garden bench,"two seat garden bench, garden bench, outdoor bench",24,28,32,70,80,90,Yes,No,0,depends,9,10,12,0,0,0,5,6,7,0,0,0,2,2,2,1,1,1,0.9,1,1.1,"Medium outdoor bench, potentially bulky due to length.",59:42.4,59:42.4
549,small dining table,"small kitchen table, breakfast table",10,15,20,60,80,100,Yes,No,0,depends,6,8,10,6,8,10,0,0,0,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Small dining table, often requires leg disassembly.",07:32.6,07:32.6
550,tall bar stool,"bar stool, counter stool",4,5,6,10,15,20,No,No,0,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,0.5,1,0.9,1,1.05,"Tall, lightweight stool, generally easy to move.",07:32.6,07:32.6
551,small upholstered stool,"ottoman small, foot stool",3,4,5,10,15,20,No,No,0,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,0.5,1,0.9,1,1.05,"Small, lightweight upholstered stool.",07:32.6,07:32.6
552,4 drawer dresser,"four drawer dresser, dresser four drawer",20,25,35,125,150,175,Yes,No,0,depends,6,8,12,0,0,0,4,4,4,0,5,5,1,2,3,1,2,2,0.9,1,1.1,"Standard 4-drawer dresser, heavy and bulky.",28:12.3,28:12.3
553,wall mirror,"mirror, decorative mirror, hanging mirror",1.5,3,6,15,35,60,Yes,No,0,depends,4,6,10,0,0,0,4,4,4,0,0,5,0.5,1,2,0.5,1,1.5,0.95,1,1.15,"Fragile item, requires careful handling. Size varies significantly.",28:12.3,28:12.3
554,bed frame with headboard,"bed frame, bed with headboard",12,21,32,110,130,150,Yes,No,0,depends,6,10,14,10,15,20,0,4,6,0,0,5,1,2,3,1,2,2,0.9,1,1.1,"Bed frame with headboard, slightly larger than basic bed frame archetype.",36:57.3,36:57.3
555,tufted headboard,headboard,8,15,22,45,60,80,Yes,No,0,depends,4,7,11,0,0,0,4,6,8,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Headboard, often bulky and requires two people for larger sizes.",47:15.1,47:15.1
556,2 seat sofa,"loveseat, small sofa",29.75,35,40.25,100,120,140,Yes,No,0,depends,12,15,18,0,0,0,8,8,8,5,10,15,1,3,4,1,2,3,0.9,1,1.15,"Based on sofa archetype, adjusted for 2-seat size. Bulky and heavy.",56:52.5,56:52.5
557,ottoman,"footrest, pouf",4.25,5,5.75,15,20,25,No,Yes,20,yes,4,5,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.85,0.95,1.05,Based on small chair/stool archetype. Stackable.,56:52.5,56:52.5
558,tv,"television, flat screen",3,6,10,25,30,35,Yes,No,0,depends,8,11,14,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0.95,1.05,1.1,Based on TV archetype. Fragile item.,56:52.5,56:52.5
559,wall shelf,"floating shelf, book shelf small",1.7,2,2.3,10,10,10,No,Yes,25,yes,3,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.85,0.95,1.05,"Small, light, stackable item.",56:52.5,56:52.5
560,cabinet,"storage cabinet, cupboard",17,20,23,60,70,80,Yes,No,0,depends,11,14,17,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,0.9,1,1.1,Based on small dresser/cabinet archetype. May have shelves.,56:52.5,56:52.5
561,television,"tv, flat screen tv",3,6,10,40,75,125,Yes,No,0,depends,5,8,13,0,0,0,0,0,0,0,0,0,0.5,1.5,2.5,0.5,1.5,2.5,0.95,1.05,1.15,"Mapped to TV archetype, adjusted for fragility.",00:28.0,00:28.0
562,floating shelf,"wall shelf, display shelf",0.5,1,2,15,25,50,No,Yes,20,yes,3,4,5,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,1,0.85,0.95,1.05,"Small, light, stackable item. Volume and weight estimated.",00:28.0,00:28.0
563,storage cabinet,"utility cabinet, cabinet",15,30,70,130,150,175,Yes,No,0,depends,6,10,15,2,3,4,0,0,0,0,5,0,1,2,3,1,2,3,0.9,1,1.1,"Mapped to dresser archetype, adjusted for typical cabinet size/weight.",00:28.0,00:28.0
564,wood bookshelf,"bookshelf wood, wooden bookshelf, bookcase",12,20,40,40,70,120,Yes,No,0,depends,8,12,20,0,5,10,0,0,5,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Bookshelf, similar to dresser but often lighter/more open. Shelves add time.",19:19.7,19:19.7
565,rectangular area rug,"rug, area rug",5,15,35,40,120,280,Yes,Yes,15,depends,4,8,15,0,0,0,0,0,6,0,0,10,0.5,1.5,3,0.5,1,2,0.9,1,1.1,"Soft good, rolled. Volume/weight vary significantly by size.",15:14.0,15:14.0
566,low storage cabinet,"storage cabinet, short cabinet",7.65,9,10.35,135,160,185,Yes,No,0,depends,6,9,12,0,0,0,0,0,0,0,5,8,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Low storage cabinet, similar to small credenza. Assumed composite wood.",43:20.6,43:20.6
567,medium wooden garden bench,"garden bench, wooden bench, outdoor bench",20,23,26,85,100,115,Yes,No,0,depends,7,8,9,0,0,0,5,6,7,0,0,0,1,1.5,2,1,1,1,0.9,1,1.1,"New item. Bench, wooden, outdoor. Estimated volume and weight.",06:35.5,06:35.5
568,student desk chair,"desk chair, office chair",5,7,9,25,30,35,No,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.9,1,1.1,"Mapped to chair archetype, adjusted for student size.",09:12.3,09:12.3
569,laptop computer,"laptop, notebook",0.5,0.5,0.5,5,5,5,No,Yes,15,yes,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.95,1.05,"Small electronic item, no size variation.",09:12.3,09:12.3
570,display cabinet with glass door,"glass cabinet, curio cabinet",10,20,30,105,125,145,Yes,No,0,depends,10,15,18,0,0,0,4,6,8,0,0,0,1,2,3,1,2,2,0.9,1,1.15,"Cabinet with glass door, fragile, often tall and narrow. Based on dresser archetype.",00:05.1,00:05.1
571,display cabinet with drawers,"drawer cabinet, storage cabinet",12,25,40,130,150,175,Yes,No,0,depends,10,15,18,0,0,0,4,6,8,0,0,5,1,2,3,1,2,2,0.9,1,1.1,"Cabinet with drawers, similar to a dresser. Based on dresser archetype.",00:05.1,00:05.1
572,garden bench,"outdoor bench, patio bench",12,15,18,65,75,85,Yes,No,0,depends,6,8,12,0,0,0,2,4,6,0,0,0,1,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Garden bench, similar to small sofa, often wood/metal. L can be awkward for one person.",48:30.5,48:30.5
573,storage bed frame,"bed frame with storage, storage bed",12.5,22.5,35,170,200,230,Yes,No,0,depends,8,13,18,15,20,25,5,8,10,5,10,15,1.5,2.5,3.5,1.5,2.5,3.5,0.9,1,1.1,"Based on bed frame archetype, adjusted for storage bulk, weight, and disassembly complexity.",00:27.7,00:27.7
574,wooden storage bed frame,"storage bed frame, wooden bed frame",15,25,35,240,280,320,Yes,No,0,depends,8,12,18,12,18,25,0,4,8,8,10,12,1.5,2.5,3.5,1,1.5,2,0.9,1,1.15,"Based on bed frame archetype, adjusted for wooden material and storage features.",03:54.1,03:54.1
575,bed frame with storage,"storage bed frame, bed with drawers",12,22,35,80,150,220,Yes,No,0,depends,8,12,20,15,20,25,5,8,10,0,10,15,1.5,2.5,3.5,1.5,2,2.5,0.9,1,1.15,"Bed frame with integrated storage, often requires disassembly.",07:30.3,07:30.3
576,plant,"houseplant, potted plant",1,3,6,5,15,30,No,No,0,yes,3,5,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.9,1,1.1,"Fragile item, requires careful handling.",07:30.3,07:30.3
577,wooden bed frame,"wood bed frame, bed frame wood",10,18,28,130,150,175,Yes,No,0,depends,6,8,12,10,15,20,0,0,0,0,5,10,1,2,3,1,2,3,0.9,1,1.1,Mapped to bed frame archetype. Wooden construction implies moderate weight.,09:27.8,09:27.8
578,wooden dining table,"dining table wood, table dining wood",21.25,25,28.75,85,100,115,Yes,No,0,depends,7,8,9,7,8,9,5,6,7,0,0,0,1.5,1.5,2,1.5,1.5,2,0.9,1,1.1,"Wooden dining table, often requires disassembly for legs.",22:25.4,22:25.4
579,wooden garden bench,"garden bench, wood bench, outdoor bench",15.3,18,20.7,65,75,85,Yes,No,0,depends,7,8,9,0,0,0,5,6,7,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Garden bench, wood construction. Assumed similar to small sofa for volume, adjusted for weight.",59:19.1,59:19.1
580,wooden table with drawer,"table with drawer,wood table with drawer,nightstand,small desk",4.25,5,5.75,75,90,105,No,No,0,yes,5,8,11,0,2,4,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Small wooden table with drawer, similar to nightstand or small desk.",24:39.9,24:39.9
581,christmas tree,xmas tree,5,10,20,20,40,70,Yes,Yes,15,depends,4,7,12,0,0,0,0,2,5,0,0,0,0.5,1.5,3,0.5,1,2,0.9,1,1.1,Artificial tree in box. Volume/weight based on typical boxed sizes.,59:10.3,59:10.3
582,upholstered dining chair,"dining chair upholstered, chair dining upholstered",6,9,12,15,20,25,No,No,0,yes,4,7,10,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.9,1,1.1,"Mapped to chair archetype, adjusted for upholstery.",50:41.5,50:41.5
583,sofa,"couch, sectional sofa, loveseat",50,80,110,150,200,250,Yes,No,0,depends,10,15,20,0,0,0,5,8,10,5,10,15,2,3,4,1.5,2,2.5,0.95,1.05,1.2,"Custom estimates for sofa, considering bulk and weight.",50:41.5,50:41.5
584,outdoor wooden bench,"bench, garden bench, wood bench",15,18,21,65,75,85,Yes,No,0,depends,7,8,9,0,0,0,5,6,7,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Outdoor wooden bench, similar to small sofa/large chair. Can be bulky.",20:49.3,20:49.3
585,wooden bed frame with storage,"wood bed frame with storage, storage bed frame, platform bed with storage",19,22,25,170,200,230,Yes,No,0,depends,6,10,14,10,15,20,4,6,8,10,10,15,1,2,3,1,2,3,0.9,1,1.15,"Bed frame archetype, adjusted for storage and wood material. Heavy and requires disassembly.",00:34.1,00:34.1
586,plant pot,"flower pot, planter",2,5,12,30,75,180,Yes,Yes,20,depends,3,6,10,0,0,0,0,0,4,0,0,10,0.5,1.5,3,0.5,1,2,0.9,1,1.1,"Plant pot, ceramic/terracotta. Large sizes can be heavy and bulky.",44:39.3,44:39.3
587,tufted sofa,"sofa, couch, tufted couch",60,71,82,130,150,175,Yes,No,0,depends,10,15,20,2,3,4,6,8,10,0,5,10,2,3,4,1,2,3,0.9,1,1.15,"Large upholstered furniture, often requires two movers. Legs may be removable.",33:40.6,33:40.6
588,wall mounted tv,"tv, television, flat screen tv",3,6,10,30,60,100,Yes,No,0,yes,5,9,14,5,10,15,0,0,0,0,0,0,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Mapped to TV archetype, added time for wall mount disassembly.",34:51.4,34:51.4
589,black leather dining chair,"dining chair, leather chair, kitchen chair",6,8,10,20,25,30,No,No,0,yes,5,7,9,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Dining chair, standard size and weight.",39:48.5,39:48.5
590,artificial plant,"fake plant, decorative plant, potted plant",1,2,4,5,10,15,No,No,0,yes,3,4,6,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,1,0.9,1,1.1,"Small decorative item, light and easy to move.",39:48.5,39:48.5
591,wooden easel,"art easel, display easel",3,5,7,15,20,25,No,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Tall, thin wooden item, generally light and easy to handle.",39:48.5,39:48.5
592,brown recliner armchair,"recliner, armchair recliner, lazy boy",15,25,35,75,100,125,Yes,No,0,depends,8,12,16,0,0,0,4,6,8,0,5,10,1.5,2.5,3.5,1,2,2.5,0.95,1.05,1.15,"Bulky and heavy armchair with reclining mechanism, often requires two movers.",39:48.5,39:48.5
593,plastic patio chair,"patio chair, outdoor chair, plastic chair",4,6,8,10,15,20,No,Yes,20,yes,3,5,7,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.85,0.95,1.05,Lightweight and often stackable outdoor chair.,39:48.5,39:48.5
594,plastic patio table,"outdoor table, patio table, plastic outdoor table",8,15,25,20,30,40,No,No,0,yes,5,8,12,0,2,4,0,0,0,0,0,0,1,1.5,2,1,1.5,2,0.9,1,1.1,"Lightweight plastic outdoor table, may have removable legs.",39:48.5,39:48.5
595,octagonal dining table,"dining table octagonal, kitchen table octagonal",25,30,40,70,90,120,Yes,No,0,depends,8,12,15,6,8,12,4,6,8,0,0,5,1,2,3,1,2,3,0.9,1,1.15,"Dining table, octagonal shape adds some bulk. Legs often removable. M/L sizes require two people.",01:39.1,01:39.1
596,leather dining chair,"dining chair leather, kitchen chair leather",6,8,10,15,25,30,No,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.9,1,1.1,"Standard dining chair, upholstered. Not stackable. Fits elevator easily.",01:39.1,01:39.1
597,wooden cabinet,"wood cabinet, storage cabinet wood",18,25,40,60,80,100,Yes,No,0,depends,8,10,15,2,4,6,0,0,0,0,0,5,1,2,3,1,2,3,0.9,1,1.15,General wooden cabinet. M/L sizes often require two people. L may not fit elevator.,01:39.1,01:39.1
598,plastic chair,"chair plastic, patio chair plastic",4,6,8,8,15,20,No,Yes,20,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,1,1,0.5,1,1,0.85,0.95,1.05,"Lightweight, often stackable plastic chair. Easy to move.",01:39.1,01:39.1
599,round plastic table,"plastic table round, patio table plastic",10,15,20,15,25,40,No,No,0,yes,6,8,10,4,6,8,0,0,0,0,0,0,1,1.5,2,1,1.5,2,0.9,1,1.1,"Lightweight plastic table, often with removable legs. Fits elevator.",01:39.1,01:39.1
600,wicker outdoor chair,"outdoor chair wicker, patio chair wicker",8,10,12,10,20,25,No,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1,0.9,1,1.1,"Outdoor wicker chair, generally lightweight and fits elevator.",01:39.1,01:39.1
601,sectional sofa,"sofa sectional, couch sectional",60,80,100,120,180,250,Yes,No,0,no,15,20,25,3,5,7,8,10,12,8,10,12,2,3,4,2,3,3,0.95,1.05,1.2,"Large, heavy, and bulky item. Always requires two people. Often too large for elevators.",01:39.1,01:39.1
602,display shelf,"shelf display, bookcase display",10,15,25,20,35,50,No,No,0,yes,6,8,12,6,8,10,0,0,0,0,0,0,1,1.5,2,1,1.5,2,0.9,1,1.1,"Open display shelf, often requires some disassembly. Fits elevator.",01:39.1,01:39.1
603,rocking chair,"chair rocking, glider chair",10,12,15,20,30,45,No,No,0,yes,6,8,10,0,0,0,3,4,5,0,0,0,1,1.5,2,1,1.5,2,0.9,1,1.1,"Rocking chair, bulky due to rockers. Fits elevator.",01:39.1,01:39.1
604,metal bookshelf,"metal book shelf, metal shelving unit, metal storage unit",17,20,23,65,75,85,Yes,No,0,depends,6,8,10,4,5,6,4,5,6,0,0,0,0.5,1.5,2.5,0.5,1,2,0.9,1,1.1,"Metal bookshelf, estimated volume and weight based on typical shelving units. Tall and potentially awkward.",04:10.1,04:10.1
605,wicker rocking chair,"wicker rocker, rocking chair wicker",10,12,14,25,30,35,No,No,0,depends,6,8,10,0,0,0,6,8,10,0,0,0,0.5,1.5,2.5,0.5,1,2,0.9,1,1.1,"Wicker rocking chair, light but bulky and awkward due to rocking base.",04:10.1,04:10.1
606,black dining chair,"dining chair black,chair dining black",6,8,10,15,20,25,No,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Mapped to chair archetype, adjusted for dining chair specifics.",09:27.3,09:27.3
607,easel,"artist easel,display easel",3,5,7,10,15,20,No,No,0,yes,3,5,7,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Estimated as tall, thin item; light and easy to move.",09:27.3,09:27.3
608,metal display shelf,"display shelf metal,metal shelf,shelf display",8,12,18,25,40,60,No,No,0,yes,6,9,12,0,0,0,0,0,0,0,0,0,1,1.5,2,1,1.5,2,0.9,1,1.1,"Estimated as a freestanding metal shelf, potentially fragile with contents.",09:27.3,09:27.3
609,wood side table,"side table wood,end table,nightstand",5,8,12,20,30,45,No,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Mapped to small table archetype, solid wood assumed.",09:27.3,09:27.3
610,decorative jug,"jug decorative,vase,urn",1,2,3,5,10,15,No,No,0,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,1,0.95,1,1.15,"Estimated as a small, fragile decorative item.",09:27.3,09:27.3
611,wooden dining chair,"dining chair wood,wood chair",5,8,10,15,20,25,No,No,0,yes,3,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Mapped to chair archetype, adjusted for wood material.",17:11.7,17:11.7
612,recliner armchair,"recliner,armchair recliner",20,30,40,80,100,120,Yes,No,0,depends,8,12,16,0,0,0,4,6,8,5,10,15,1.5,2.5,3.5,1,1.5,2,0.95,1,1.15,"Large, heavy upholstered chair with reclining mechanism. Bulky.",17:11.7,17:11.7
613,plastic outdoor chair,"patio chair plastic,outdoor chair",4,6,8,5,8,10,No,Yes,20,yes,3,5,7,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.85,0.95,1.05,"Lightweight, often stackable chair for outdoor use.",17:11.7,17:11.7
614,plastic outdoor table,"patio table plastic,outdoor table",8,15,25,15,20,25,No,No,0,yes,5,8,12,0,2,4,0,0,0,0,0,0,1,1.5,2,1,1.5,2,0.9,1,1.1,Lightweight plastic table for outdoor use. Some disassembly possible.,17:11.7,17:11.7
615,metal milk can,"milk jug metal,vintage milk can",1,2,3,10,20,30,No,Yes,10,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,1,0.85,0.95,1.05,"Small metal container, often decorative. Can be stacked.",17:11.7,17:11.7
616,upholstered headboard,"headboard fabric, padded headboard",5,10,15,20,40,60,Yes,No,0,depends,5,8,12,0,0,0,0,3,5,0,0,0,0.5,1.5,2.5,0.5,1,2,0.9,1,1.1,"Flat, wide, upholstered panel for bed.",19:05.9,19:05.9
617,floating nightstand,"wall-mounted nightstand, hanging nightstand",2,4,6,10,20,30,No,Yes,15,yes,3,5,7,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.85,0.95,1.05,"Small, wall-mounted cabinet or shelf.",19:05.9,19:05.9
618,vanity table,"dressing table, makeup table",8,15,25,30,60,90,Yes,No,0,depends,6,9,14,0,5,8,0,3,5,0,0,0,1,2,3,1,1.5,2,0.9,1,1.15,"Small desk-like table, often with drawers.",19:05.9,19:05.9
619,vanity stool,"dressing stool, makeup stool",3,5,7,10,15,20,No,Yes,20,yes,3,5,6,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.85,0.95,1.05,"Small, lightweight stool for a vanity.",19:05.9,19:05.9
620,wardrobe,"armoire, clothing cabinet",30,50,80,100,180,250,Yes,No,0,no,12,16,20,10,15,20,5,8,10,5,10,15,2,3,4,1.5,2.5,3,0.95,1.05,1.2,"Tall, heavy cabinet for clothing storage.",19:05.9,19:05.9
621,patterned armchair,"upholstered armchair, accent chair",8,12,18,30,50,70,Yes,No,0,depends,6,9,13,0,0,0,3,5,7,0,0,0,1,2,3,1,1.5,2,0.9,1,1.15,"Upholstered chair with arms, often bulky.",19:05.9,19:05.9
622,blue sofa,"couch, settee, blue couch",40,60,90,120,180,250,Yes,No,0,no,15,20,25,5,10,15,8,12,15,5,10,15,3,4,5,2,3,4,0.95,1.05,1.2,"Large, upholstered seating furniture.",19:05.9,19:05.9
624,green patterned armchair,"armchair green, patterned armchair",8,10,12,65,75,85,Yes,No,0,depends,6,8,10,0,0,0,2,4,6,0,0,0,1,2,3,1,1,2,0.9,1,1.1,"Mapped to chair archetype, adjusted for armchair size and weight. Patterned descriptor does not affect physical properties.",20:28.9,20:28.9
625,adjustable floor lamp,"floor lamp, lamp",3,3.5,4,15,20,25,No,No,0,yes,6,8,10,1,2,3,4,6,8,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Tall, slender, and fragile item. Base times adjusted for fragility and bulk.",20:44.3,20:44.3
626,headboard,"bed headboard, bed back",5,8,12,30,35,40,Yes,No,0,depends,4,7,10,0,0,0,0,2,4,0,0,0,1,1.5,2,1,1.5,2,0.9,1,1.1,"Panel-like item, can be awkward due to length. Weight scaled from M=35lb.",24:08.8,24:08.8
627,floating wall shelf,"wall shelf, shelf",0.5,1,2,10,10,10,No,Yes,15,yes,3,4,5,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,1,0.85,0.95,1.05,"Small, light, and stackable item. Minimal time and effort required.",24:08.8,24:08.8
628,patterned accent chair,"accent chair, decorative chair, armchair",5,8,10,30,35,40,Yes,No,0,depends,6,9,12,0,0,0,0,2,4,0,0,0,1,2,3,1,1.5,2,0.9,1,1.15,"Similar to a standard chair archetype, but 'accent' implies more care. Can be awkward.",24:08.8,24:08.8
629,orange patterned chair,,5,8,10,30,35,40,No,No,0,yes,4,7,11,0,0,0,0,0,0,0,0,0,0.5,1.5,2.5,0.5,1.5,2.5,0.9,1,1.1,Mapped to chair archetype. Standard dimensions and weight.,24:43.1,24:43.1
630,green patterned chair,,5,8,10,30,35,40,No,No,0,yes,4,7,11,0,0,0,0,0,0,0,0,0,0.5,1.5,2.5,0.5,1.5,2.5,0.9,1,1.1,Mapped to chair archetype. Standard dimensions and weight.,24:43.1,24:43.1
631,bed frame with mattress,"bed with mattress, bed set",25,48,73,155,180,205,Yes,No,0,depends,12,15,18,12,15,18,5,8,10,0,8,12,1,2,3,1,2,3,0.9,1,1.15,"Combined item: bed frame and mattress. Volume, weight, and time adjusted for both components.",26:56.9,26:56.9
632,bed,"bed frame, bed base",10,18,28,70,100,130,Yes,No,0,depends,6,10,15,10,15,20,0,5,8,0,0,0,1,2,3,1,2,2,0.9,1,1.1,"Generic bed item, assumed bed frame archetype.",28:56.5,28:56.5
633,cabinet with glass door and drawers,"display cabinet, china cabinet, curio cabinet",15,30,45,100,150,200,Yes,No,0,depends,8,12,18,0,0,0,0,5,8,0,5,10,1,2,4,1,2,3,0.95,1.05,1.2,"Cabinet with glass door and drawers, fragile, heavy.",28:56.5,28:56.5
634,2 seat loveseat,"loveseat, small sofa",47,55,63,95,110,125,Yes,No,0,depends,9,10,12,0,0,0,5,6,7,0,0,0,1,2,3,1,1,2,0.9,1,1.15,"Estimated as a small sofa, bulky item.",30:15.1,30:15.1
635,round wall mirror,"mirror, wall mirror, round mirror",2,4,6,25,50,70,Yes,No,0,yes,5,8,12,0,0,0,0,0,0,0,0,5,0.5,1.5,2.5,0.5,1,1.5,0.9,1,1.1,"Fragile glass item, requires careful handling.",37:26.0,37:26.0
636,outdoor table,"patio table, garden table",12,15,20,35,40,50,Yes,No,0,depends,5,8,12,0,0,0,0,0,4,0,0,0,0.5,1,2,0.5,1,1.5,0.9,1,1.1,"Outdoor table, similar to coffee table. L size can be bulky.",45:14.6,45:14.6
637,outdoor chair,"patio chair, garden chair",6,8,10,15,20,25,Yes,Yes,15,yes,4,6,8,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,1,0.88,0.98,1.08,"Outdoor chair, often stackable. L size might be a lounge chair.",45:14.6,45:14.6
638,outdoor sectional sofa,"patio sectional, garden sectional",30,40,50,60,70,80,Yes,No,0,depends,10,12,16,0,0,0,4,6,8,0,0,0,2,3,4,1.5,2,2.5,0.95,1.05,1.15,"Outdoor sectional sofa, treated as a single section. Bulky and requires two people.",45:14.6,45:14.6
639,wooden side table,"wood end table, wood nightstand",4,5,7,20,25,30,No,No,0,yes,4,6,8,0,2,4,0,0,0,0,0,0,0,0.5,1,0,0.5,1,0.9,1,1.1,"Small wooden table, generally easy to move. Disassembly possible for some models.",45:14.6,45:14.6
640,brown recliner chair,"recliner, recliner chair, brown chair",12.75,15,17.25,60,70,80,Yes,No,0,depends,6,10,14,0,0,0,4,6,8,0,0,0,1,2,3,1,1,2,0.9,1,1.15,"New item. Mapped to chair archetype, adjusted for recliner bulk/weight.",47:49.5,47:49.5
641,cabinet with drawers,"drawer cabinet, storage cabinet",12,25,60,110,130,150,Yes,No,0,depends,9,11,13,0,0,0,0,0,0,0,0,5,0.5,1.5,2.5,0.5,1,2,0.9,1,1.1,"Based on dresser archetype, adjusted for drawers.",18:43.8,18:43.8
642,leather back dining chair,"dining chair leather, chair dining leather",5,7,9,25,28,30,No,No,0,yes,4,6,8,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,Mapped to chair archetype. Leather back adds slight weight.,24:20.0,24:20.0
643,stool,"seat, ottoman",3,5,7,15,25,35,No,Yes,20,yes,3,5,7,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Small, often stackable seating item.",44:47.0,44:47.0
644,rug,"area rug, carpet",5,10,20,20,40,80,Yes,Yes,15,depends,4,7,12,0,0,0,0,5,5,0,0,0,1,1.5,2.5,1,1.5,2,0.95,1,1.15,"Soft good, volume/weight depends on size and rollability.",44:47.0,44:47.0
645,lamp,light,2,4,8,10,15,30,No,No,0,depends,5,8,12,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Fragile, often glass/ceramic. Can be awkward if tall.",46:38.7,46:38.7
646,loveseat,"small sofa, two-seater sofa",38.25,45,51.75,100,120,140,Yes,No,0,depends,10,12,14,0,0,0,4,6,8,0,0,5,1,2,3,1,1,2,0.9,1,1.1,"Estimated as a small sofa, bulky item.",50:15.8,50:15.8
647,decor,"decoration, decorative item, ornament",2,4,8,20,40,80,Yes,No,0,depends,6,9,15,0,0,0,0,0,4,0,0,0,0.5,1,2,0.5,1,1.5,0.9,1,1.1,"General decor item, highly variable in size and fragility. Assumed typical fragility.",56:28.8,56:28.8
648,outdoor side table,"patio side table, garden side table",3.5,5.9,8.2,20,25,30,No,Yes,20,yes,4,7,11,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,1,1.5,0.9,1,1.1,"Small, light outdoor furniture. Often stackable.",32:04.9,32:04.9
